Girl1,16,6,2314.0,I,desperate
Girl2,64,9,1319.0,A,normal
Girl3,25,3,3589.0,I,normal
Girl4,45,6,1501.0,R,desperate
Girl5,52,5,673.0,A,desperate
Girl6,49,6,4050.0,A,desperate
Girl7,98,7,2835.0,I,desperate
Girl8,50,2,1701.0,A,normal
Girl9,83,9,3447.0,A,choosy
Girl10,82,7,658.0,R,desperate
Girl11,88,3,6127.0,A,desperate
Girl12,64,5,3337.0,I,normal
Girl13,38,10,1492.0,R,normal
Girl14,45,4,3040.0,R,desperate
Girl15,80,8,4143.0,I,normal
Girl16,13,4,1224.0,R,normal
Girl17,42,9,3420.0,I,choosy
Girl18,30,4,1928.0,I,normal
Girl19,57,5,4365.0,A,choosy
Girl20,64,3,3873.0,A,choosy
Girl21,40,9,6752.0,A,choosy
Girl22,23,5,4067.0,I,normal
Girl23,72,4,4520.0,A,normal
Girl24,77,9,1067.0,R,desperate
Girl25,38,10,4046.0,A,choosy
Girl26,91,8,4474.0,I,choosy
Girl27,68,9,5766.0,R,choosy
Girl28,74,9,3494.0,R,normal
Girl29,97,6,5843.0,I,desperate
Girl30,47,7,2777.0,R,desperate
Girl31,94,4,4478.0,A,normal
Girl32,6,4,4947.0,I,desperate
Girl33,15,10,5635.0,R,choosy
Girl34,21,4,6102.0,R,desperate
Girl35,75,6,6608.0,R,normal
Girl36,69,3,2877.0,A,normal
Girl37,62,6,4528.0,R,normal
Girl38,74,5,5779.0,I,choosy
Girl39,52,2,6250.0,R,desperate
Girl40,9,4,6322.0,A,desperate
Girl41,11,3,1216.0,R,desperate
Girl42,15,4,4981.0,A,choosy
Girl43,67,6,2460.0,I,desperate
Girl44,84,7,6572.0,R,normal
Girl45,77,9,6689.0,A,choosy
Girl46,31,6,6372.0,R,desperate
Girl47,95,1,2771.0,I,choosy
Girl48,11,5,6598.0,R,choosy
Girl49,82,1,3510.0,R,normal
Girl50,49,9,579.0,I,desperate
