gift_1,1560,53,5,essantial
gift_2,2167,90,5,essantial
gift_3,1256,137,4,essantial
gift_4,1287,84,5,utility
gift_5,1274,149,2,essantial
gift_6,1675,88,6,utility
gift_7,1681,124,6,essantial
gift_8,1501,95,5,utility
gift_9,560,127,2,utility
gift_10,330,69,4,utility
gift_11,2173,84,6,luxury
gift_12,976,50,5,luxury
gift_13,1311,128,6,essantial
gift_14,2128,103,5,essantial
gift_15,1537,128,6,utility
gift_16,492,140,6,essantial
gift_17,1836,144,3,luxury
gift_18,1962,58,3,utility
gift_19,928,73,4,luxury
gift_20,542,115,2,luxury
gift_21,1403,56,5,essantial
gift_22,1011,114,5,utility
gift_23,1919,50,3,essantial
gift_24,1107,86,6,utility
gift_25,640,121,4,essantial
gift_26,2106,120,6,essantial
gift_27,1507,149,2,essantial
gift_28,1654,127,5,luxury
gift_29,1936,142,6,luxury
gift_30,2009,129,5,utility
gift_31,721,134,5,luxury
gift_32,869,53,5,luxury
gift_33,2288,133,2,luxury
gift_34,1358,81,6,utility
gift_35,972,142,4,utility
gift_36,971,134,3,luxury
gift_37,1044,93,3,utility
gift_38,1285,132,4,utility
gift_39,1337,69,2,utility
gift_40,1366,69,6,essantial
gift_41,560,113,3,luxury
gift_42,1035,115,4,essantial
gift_43,1550,100,2,utility
gift_44,1970,148,6,utility
gift_45,1225,102,5,utility
gift_46,1548,115,6,luxury
gift_47,893,130,6,utility
gift_48,875,146,5,luxury
gift_49,1172,107,6,luxury
gift_50,2197,75,5,essantial
gift_51,1372,117,2,utility
gift_52,1599,145,2,luxury
gift_53,1237,84,2,luxury
gift_54,305,138,5,luxury
gift_55,2000,93,2,essantial
gift_56,1800,120,3,essantial
gift_57,2256,58,5,luxury
gift_58,1871,145,5,essantial
gift_59,1436,68,6,luxury
gift_60,2068,145,3,luxury
gift_61,731,103,6,utility
gift_62,1753,52,2,essantial
gift_63,1670,103,3,luxury
gift_64,1088,126,6,utility
gift_65,2248,147,6,essantial
gift_66,654,141,6,essantial
gift_67,1201,134,4,essantial
gift_68,1944,55,2,essantial
gift_69,974,136,2,luxury
gift_70,488,59,4,luxury
gift_71,1762,52,2,essantial
gift_72,1816,50,6,luxury
gift_73,673,52,2,essantial
gift_74,1525,115,2,essantial
gift_75,1823,81,5,utility
gift_76,1197,121,4,utility
gift_77,676,51,3,essantial
gift_78,1457,53,4,utility
gift_79,346,114,4,luxury
gift_80,451,98,5,utility
gift_81,925,85,4,luxury
gift_82,1560,79,4,essantial
gift_83,1561,129,2,luxury
gift_84,2263,85,6,luxury
gift_85,1072,74,2,essantial
gift_86,1960,135,3,luxury
gift_87,2129,63,2,utility
gift_88,1046,64,5,utility
gift_89,2065,73,3,essantial
gift_90,973,125,6,essantial
gift_91,2229,121,4,luxury
gift_92,1531,77,6,essantial
gift_93,341,127,5,luxury
gift_94,1298,93,3,essantial
gift_95,619,59,3,utility
gift_96,1236,78,6,luxury
gift_97,609,132,2,luxury
gift_98,822,104,3,essantial
gift_99,1574,97,4,utility
gift_100,1069,51,6,essantial
gift_101,713,114,5,luxury
gift_102,1299,147,4,essantial
gift_103,1836,93,4,luxury
gift_104,578,137,4,essantial
gift_105,1570,135,4,essantial
gift_106,407,122,2,utility
gift_107,1888,66,6,utility
gift_108,2080,92,2,utility
gift_109,1359,102,4,luxury
gift_110,846,81,5,essantial
gift_111,1624,149,3,luxury
gift_112,1859,117,4,utility
gift_113,1494,61,6,luxury
gift_114,853,129,3,luxury
gift_115,1255,55,3,luxury
gift_116,1897,140,5,essantial
gift_117,443,123,5,luxury
gift_118,1400,67,4,luxury
gift_119,995,112,4,essantial
gift_120,524,138,6,luxury
gift_121,978,54,5,essantial
gift_122,1907,74,4,luxury
gift_123,1375,136,3,luxury
gift_124,1979,119,3,essantial
gift_125,2273,118,5,essantial
gift_126,1460,93,6,utility
gift_127,481,101,2,luxury
gift_128,2129,136,5,utility
gift_129,2139,51,3,utility
gift_130,2230,114,5,luxury
gift_131,380,82,6,utility
gift_132,2058,89,3,essantial
gift_133,1589,134,4,luxury
gift_134,1558,71,5,utility
gift_135,1334,57,5,utility
gift_136,1669,75,6,utility
gift_137,1539,128,2,essantial
gift_138,1361,131,6,utility
gift_139,2226,120,5,essantial
gift_140,572,102,3,utility
gift_141,2251,135,3,utility
gift_142,1476,108,6,luxury
gift_143,2102,87,2,luxury
gift_144,828,83,6,essantial
gift_145,1615,107,3,luxury
gift_146,1657,114,5,utility
gift_147,373,95,2,luxury
gift_148,1122,73,2,essantial
gift_149,838,110,5,essantial
gift_150,1407,110,4,luxury
gift_151,2277,75,2,utility
gift_152,1563,51,4,utility
gift_153,1204,131,5,utility
gift_154,1426,79,5,essantial
gift_155,393,118,6,essantial
gift_156,1587,132,4,utility
gift_157,876,87,5,utility
gift_158,2062,71,5,luxury
gift_159,2263,102,6,luxury
gift_160,2086,81,6,luxury
gift_161,1972,65,2,luxury
gift_162,1327,62,3,essantial
gift_163,514,126,6,utility
gift_164,1952,57,5,utility
gift_165,320,96,2,utility
gift_166,818,93,4,luxury
gift_167,2064,67,3,luxury
gift_168,1056,83,2,luxury
gift_169,549,55,4,essantial
gift_170,1861,75,3,essantial
gift_171,1797,118,4,luxury
gift_172,1984,50,3,luxury
gift_173,1095,52,4,utility
gift_174,1058,50,5,utility
gift_175,2292,139,6,essantial
gift_176,1949,75,4,utility
gift_177,1610,148,4,essantial
gift_178,1175,93,6,luxury
gift_179,2244,66,5,utility
gift_180,1253,113,2,luxury
gift_181,2115,112,2,essantial
gift_182,1664,95,2,luxury
gift_183,1896,89,4,essantial
gift_184,1858,135,5,utility
gift_185,1254,93,3,essantial
gift_186,1017,130,5,essantial
gift_187,1492,103,2,luxury
gift_188,659,131,4,luxury
gift_189,2009,130,2,luxury
gift_190,768,72,6,utility
gift_191,1614,125,5,utility
gift_192,1411,96,5,utility
gift_193,2159,149,6,essantial
gift_194,1008,92,4,utility
gift_195,841,72,4,luxury
gift_196,1839,144,2,luxury
gift_197,861,117,6,luxury
gift_198,1303,109,2,utility
gift_199,635,84,4,utility
gift_200,899,58,2,utility
gift_201,1143,57,3,utility
gift_202,1648,69,6,luxury
gift_203,2104,105,4,essantial
gift_204,764,148,4,luxury
gift_205,2115,146,3,utility
gift_206,328,114,6,luxury
gift_207,1555,138,2,essantial
