Girl1,98,1,1637.0,I,choosy
Girl2,37,7,6453.0,A,choosy
Girl3,64,4,6883.0,R,desperate
Girl4,49,7,1258.0,R,normal
Girl5,56,7,6750.0,I,normal
Girl6,46,1,3472.0,R,choosy
Girl7,61,8,5425.0,R,choosy
Girl8,63,5,572.0,I,normal
Girl9,39,7,3146.0,I,normal
Girl10,33,7,2447.0,R,normal
Girl11,23,4,4947.0,R,choosy
Girl12,18,7,2886.0,A,normal
Girl13,42,3,3352.0,I,normal
Girl14,41,6,4475.0,I,choosy
Girl15,85,5,6554.0,A,normal
Girl16,93,5,1279.0,A,desperate
Girl17,32,3,6336.0,A,normal
Girl18,12,9,5040.0,I,choosy
Girl19,90,7,6047.0,I,choosy
Girl20,5,7,5573.0,R,desperate
Girl21,38,7,2876.0,A,desperate
Girl22,95,9,5219.0,I,normal
Girl23,37,8,6661.0,A,choosy
Girl24,39,10,1149.0,A,choosy
Girl25,88,4,3792.0,I,desperate
Girl26,5,8,583.0,I,choosy
Girl27,15,1,1846.0,A,normal
Girl28,63,4,4743.0,I,choosy
Girl29,42,1,760.0,R,choosy
Girl30,63,7,3883.0,I,normal
Girl31,20,5,3754.0,A,desperate
Girl32,65,2,2931.0,R,normal
Girl33,79,10,6947.0,I,desperate
Girl34,34,9,3135.0,R,normal
Girl35,99,10,2384.0,R,normal
Girl36,87,10,3817.0,I,desperate
Girl37,76,2,5007.0,I,desperate
Girl38,89,1,4777.0,I,normal
Girl39,41,10,679.0,R,normal
Girl40,7,6,1986.0,R,normal
Girl41,19,1,3040.0,R,normal
Girl42,100,3,5878.0,R,choosy
Girl43,44,7,4913.0,I,choosy
Girl44,35,6,3825.0,I,normal
Girl45,35,9,711.0,I,normal
Girl46,38,2,4271.0,A,desperate
Girl47,73,7,629.0,R,desperate
Girl48,68,9,1224.0,A,desperate
Girl49,88,4,6204.0,R,normal
Girl50,55,5,1391.0,R,desperate
